Name,File-Id
tumor_001.tif,0BzsdkU4jWx9BQnFwak9PbGtBVUk
tumor_002.tif,0BzsdkU4jWx9BQ0loQnhZbE9pY2s
tumor_003.tif,0BzsdkU4jWx9BdHpsTFcyeXpSc28
tumor_004.tif,0BzsdkU4jWx9BeVlIaEpPUmJzVTg
tumor_005.tif,0BzsdkU4jWx9BQXByOU54NlRLVGs
tumor_006.tif,0BzsdkU4jWx9BdGhiVkJhX2NrNWs
tumor_007.tif,0BzsdkU4jWx9Ba1BBZWVEQUtmUVk
tumor_008.tif,0BzsdkU4jWx9BQkc4dHNzOVdaTGM
tumor_009.tif,0BzsdkU4jWx9BR2lhdjlVQThWZ1k
tumor_010.tif,0BzsdkU4jWx9BMkR2UUFSOXpLT0E
tumor_011.tif,0BzsdkU4jWx9BV1BDbkpNd0wtNmM
tumor_012.tif,0BzsdkU4jWx9BcVJFUkNGY1ZPVlk
tumor_013.tif,0BzsdkU4jWx9BU1p1bHFEWV9nUEU
tumor_014.tif,0BzsdkU4jWx9BdHVFa0ZjY1otTWM
tumor_015.tif,0BzsdkU4jWx9BNnN2OXhybHJQY1k
tumor_016.tif,0BzsdkU4jWx9BYk9zUElXU0Etd2M
tumor_017.tif,0BzsdkU4jWx9BUXQ0MTkxV0F3N2s
tumor_018.tif,0BzsdkU4jWx9BWmxqZXVXQTAwbGs
tumor_019.tif,0BzsdkU4jWx9BWk4tTERTaDZ6LTg
tumor_020.tif,0BzsdkU4jWx9BRDNUQjNFbEVoVFk
tumor_021.tif,0BzsdkU4jWx9BcDJIU3ExZFdjdW8
tumor_022.tif,0BzsdkU4jWx9BVjB5N1ZWakFqdDA
tumor_023.tif,0BzsdkU4jWx9BcHpvbFgtWjR6Y1E
tumor_024.tif,0BzsdkU4jWx9BbVRKYVEycTMzX3c
tumor_025.tif,0BzsdkU4jWx9BYXhsRS1MRFJreHc
tumor_026.tif,0BzsdkU4jWx9BOGFjM1Y3UzYxZTA
tumor_027.tif,0BzsdkU4jWx9BbEZVdGx5cUVJbDg
tumor_028.tif,0BzsdkU4jWx9BRlFfUDZDTTA5YzQ
tumor_029.tif,0BzsdkU4jWx9BdmRhbnBTcFZtTjA
tumor_030.tif,0BzsdkU4jWx9Bc1MtMnhfcFduY2c
tumor_031.tif,0BzsdkU4jWx9BUUFwLTBzbkY2LUU
tumor_032.tif,0BzsdkU4jWx9BZlJ0Nm1JUE41Qzg
tumor_033.tif,0BzsdkU4jWx9BcmI5YXJwLUlyODg
tumor_034.tif,0BzsdkU4jWx9BdHFIOThiQnlyRXc
tumor_035.tif,0BzsdkU4jWx9BQVptT2NNa1hPU2M
tumor_036.tif,0BzsdkU4jWx9BZHVhcEZab2N3Q1U
tumor_037.tif,0BzsdkU4jWx9BVGNaYkRaR2x6MWc
tumor_038.tif,0BzsdkU4jWx9BN3pqYkQzdlZrekk
tumor_039.tif,0BzsdkU4jWx9BU0o3UFNQc2lTeFk
tumor_040.tif,0BzsdkU4jWx9BNldaRWFxT2FqZjQ
tumor_041.tif,0BzsdkU4jWx9BSktZVnl5b3RHVmM
tumor_042.tif,0BzsdkU4jWx9Ba0p6dE9idklyczQ
tumor_043.tif,0BzsdkU4jWx9Bc1MzdklpaE5PUFU
tumor_044.tif,0BzsdkU4jWx9BT0lRaWpCU3Y5UXc
tumor_045.tif,0BzsdkU4jWx9BNC01dks3OWcyTFE
tumor_046.tif,0BzsdkU4jWx9BdVFIcnRXUERuRGM
tumor_047.tif,0BzsdkU4jWx9BeGhYM2ZSWmlRQ0E
tumor_048.tif,0BzsdkU4jWx9BVWpKM04zX3JvVTg
tumor_049.tif,0BzsdkU4jWx9BbjVtNWMxQWpmeFE
tumor_050.tif,0BzsdkU4jWx9BYTJZQlhsdHREejA
tumor_051.tif,0BzsdkU4jWx9BNVVqUlh2ME1GVHM
tumor_052.tif,0BzsdkU4jWx9BbElNODJVclNGeFE
tumor_053.tif,0BzsdkU4jWx9BeXFXX29fQTZVS3M
tumor_054.tif,0BzsdkU4jWx9BeE5talAxMm5NRTQ
tumor_055.tif,0BzsdkU4jWx9BRDBNTTZ3QUtBR1E
tumor_056.tif,0BzsdkU4jWx9BcmF5R2Jia0ZRR1E
tumor_057.tif,0BzsdkU4jWx9BUGs1ZU15TF9ibjA
tumor_058.tif,0BzsdkU4jWx9BZ3Q2MTM4VFNualU
tumor_059.tif,0BzsdkU4jWx9BV2QxeGx0ekVkTVk
tumor_060.tif,0BzsdkU4jWx9BeF9vcGNpajFTZ3c
tumor_061.tif,0BzsdkU4jWx9BOVlDRVA3d3lRb3c
tumor_062.tif,0BzsdkU4jWx9BSnhxQUhHS3dXLXM
tumor_063.tif,0BzsdkU4jWx9BVTlUdGdZVXF4WUE
tumor_064.tif,0BzsdkU4jWx9BX2VzZEpBYzRyNWs
tumor_065.tif,0BzsdkU4jWx9BOGc0dU9SNHRyTVk
tumor_066.tif,0BzsdkU4jWx9BdFYxdWZHVTVoR0k
tumor_067.tif,0BzsdkU4jWx9BZFk3bk1ZLWlUaW8
tumor_068.tif,0BzsdkU4jWx9Bd2VTYnpHNVJrNDA
tumor_069.tif,0BzsdkU4jWx9BOXBJWnlKM09ndG8
tumor_070.tif,0BzsdkU4jWx9BVVJMYzRCeV9icms
tumor_071.tif,0BzsdkU4jWx9BU2ZaUHRoV2FLWG8
tumor_072.tif,0BzsdkU4jWx9BdTlMN3BZSjRjaGc
tumor_073.tif,0BzsdkU4jWx9BendUdGw2bzhxNDg
tumor_074.tif,0BzsdkU4jWx9BZ1BTOFBTS3dGanM
tumor_075.tif,0BzsdkU4jWx9BQklGUkNWb2t2NDQ
tumor_076.tif,0BzsdkU4jWx9BR3hxamh0ejhDS00
tumor_077.tif,0BzsdkU4jWx9BVkRtZVVmdjQzbWs
tumor_078.tif,0BzsdkU4jWx9Bam9SRVc1d1p1ak0
tumor_079.tif,0BzsdkU4jWx9BNnRSN1lvS25VYTg
tumor_080.tif,0BzsdkU4jWx9BelRqbWJYNGR1VVE
tumor_081.tif,0BzsdkU4jWx9BZ3FZa0JET2t3bm8
tumor_082.tif,0BzsdkU4jWx9BV2dFWkpNS0s5dms
tumor_083.tif,0BzsdkU4jWx9BZ0tVeTdIa3pQWVE
tumor_084.tif,0BzsdkU4jWx9BbWN3MF9ySmI1ajg
tumor_085.tif,0BzsdkU4jWx9BeDlGZk9pTmItSFE
tumor_086.tif,0BzsdkU4jWx9BUzAxNGhRX19kSFk
tumor_087.tif,0BzsdkU4jWx9BVjNxZjlLLVhfcmc
tumor_088.tif,0BzsdkU4jWx9BM25lLUFnUWdsa0k
tumor_089.tif,0BzsdkU4jWx9BVUl3eEJ3TzF0SXM
tumor_090.tif,0BzsdkU4jWx9BZERUYTl4SS15Q1U
tumor_091.tif,0BzsdkU4jWx9BVWx1eERwYnlVWVE
tumor_092.tif,0BzsdkU4jWx9Bc3ZIc3g1eUxvbTg
tumor_093.tif,0BzsdkU4jWx9BQUMzMGRnVm5qbWc
tumor_094.tif,0BzsdkU4jWx9BYXpzcW03d0IzaHM
tumor_095.tif,0BzsdkU4jWx9BZEl0TE5WQTBpNkE
tumor_096.tif,0BzsdkU4jWx9BWllmdGJsNTBRbzA
tumor_097.tif,0BzsdkU4jWx9BVVg5TXpDdkVRemc
tumor_098.tif,0BzsdkU4jWx9BZEZwRXR2cFBQLVU
tumor_099.tif,0BzsdkU4jWx9BeUZmQXd5b3VESGM
tumor_100.tif,0BzsdkU4jWx9BcGcyQjc1dk5qQkk
tumor_101.tif,0BzsdkU4jWx9Bd1FoSlJQa05hUmc
tumor_102.tif,0BzsdkU4jWx9BMThrNGNmeWM5RWM
tumor_103.tif,0BzsdkU4jWx9BeG5FQkhqQkdtRVU
tumor_104.tif,0BzsdkU4jWx9BekhPamZxWFlsRTg
tumor_105.tif,0BzsdkU4jWx9BTkQyUnFVTklSSjQ
tumor_106.tif,0BzsdkU4jWx9BZmdsVllxWnkyRk0
tumor_107.tif,0BzsdkU4jWx9BTlljRU9xa1VWeDg
tumor_108.tif,0BzsdkU4jWx9BTXB4RWdlS2xyZGs
tumor_109.tif,0BzsdkU4jWx9Bb1V5Zm5vdDJMUXc
tumor_110.tif,0BzsdkU4jWx9BazBQOHljQUd6RDA
tumor_111.tif,0BzsdkU4jWx9BNnc2MzNDb2FqS1U
